,Time,Chan1,Chan2,Trial,LED_State
485,229504,0,6,0,0
486,229968,0,2,0,0
487,230448,0,2,0,0
488,230912,0,6,0,0
489,231384,0,0,0,0
490,231856,0,2,0,0
491,232328,0,0,0,0
492,232808,0,0,0,0
493,233280,0,0,0,0
494,233752,0,0,0,0
495,234224,0,0,0,0
496,234704,0,2,0,0
497,235168,0,7,0,0
498,235648,0,2,0,0
499,236112,0,2,0,0
500,236592,0,1,0,0
501,237056,0,2,0,0
502,237528,0,2,0,0
503,238000,0,0,0,0
504,238472,0,2,0,0
505,238952,0,2,0,0
506,239424,0,2,0,0
507,239896,0,0,0,0
508,240368,0,0,0,0
509,240848,0,0,0,0
510,241312,0,2,0,0
511,241792,0,2,0,0
512,242256,0,3,0,0
513,242736,0,2,0,0
514,243200,0,0,0,0
515,243672,0,2,0,0
516,244144,0,2,0,0
517,244616,0,7,0,0
518,245096,0,2,0,0
519,245568,0,2,0,0
520,246040,0,7,0,0
521,246516,0,2,0,0
522,246992,0,0,0,0
523,247456,0,0,0,0
524,247936,0,0,0,0
525,248400,0,2,0,0
526,248880,0,0,0,0
527,249348,0,2,0,0
528,249816,0,2,0,0
529,250288,0,6,0,0
530,250760,0,2,0,0
531,251244,0,2,0,0
532,251712,0,6,0,0
533,252184,0,0,0,0
534,252656,0,2,0,0
535,253136,0,1,0,0
536,253600,0,0,0,0
537,254080,0,0,0,0
538,254544,0,0,0,0
539,255024,0,0,0,0
540,255488,0,2,0,0
541,255960,0,7,0,0
542,256432,0,2,0,0
543,256908,0,2,0,0
544,257384,0,2,0,0
545,257860,0,2,0,0
546,258332,0,2,0,0
547,258804,0,0,0,0
548,259280,0,2,0,0
549,259748,0,2,0,0
550,260224,0,2,0,0
551,260688,0,0,0,0
552,261168,0,0,0,0
553,261632,0,0,0,0
554,262104,0,2,0,0
555,262576,0,2,0,0
556,263048,0,6,0,0
557,263528,0,2,0,0
558,264000,0,0,0,0
559,264472,0,2,0,0
560,264944,0,2,0,0
561,265424,0,6,0,0
562,265888,0,2,0,0
563,266368,0,2,0,0
564,266832,0,7,0,0
565,267312,0,2,0,0
566,267776,0,0,0,0
567,268248,0,0,0,0
568,268720,0,0,0,0
569,269196,0,2,0,0
570,269676,0,0,0,0
571,270144,0,2,0,0
572,270616,0,2,0,0
573,271088,0,6,0,0
574,271568,0,2,0,0
575,272032,0,2,0,0
576,272512,0,6,0,0
577,272980,0,2,0,0
578,273456,0,2,0,0
579,273920,0,5,0,0
580,274392,0,0,0,0
581,274864,0,0,0,0
582,275336,0,0,0,0
583,275816,0,0,0,0
584,276288,0,2,0,0
585,276760,0,7,0,0
586,277232,0,2,0,0
587,277712,0,2,0,0
588,278176,0,6,0,0
589,278656,0,2,0,0
590,279120,0,2,0,0
591,279600,0,0,0,0
592,280068,0,2,0,0
593,280536,0,2,0,0
594,281008,0,1,0,0
595,281480,0,0,0,0
596,281960,0,0,0,0
597,282436,0,0,0,0
598,282908,0,2,0,0
599,283376,0,2,0,0
600,283856,0,6,0,0
601,284320,0,0,0,0
602,284800,0,0,0,0
603,285264,0,2,0,0
604,285744,0,2,0,0
605,286208,0,6,0,0
606,286680,0,2,0,0
607,287152,0,2,0,0
608,287624,0,7,0,0
609,288104,0,2,0,0
610,288580,0,0,0,0
611,289052,0,0,0,0
612,289520,0,0,0,0
613,290000,0,2,0,0
614,290464,0,0,0,0
615,290944,0,2,0,0
616,291408,0,2,0,0
617,291888,0,6,0,0
618,292352,0,2,0,0
619,292824,0,2,0,0
620,293300,0,6,0,0
621,293768,0,2,0,0
622,294248,0,2,0,0
623,294724,0,6,0,0
624,295192,0,0,0,0
625,295664,0,0,0,0
626,296144,0,0,0,0
627,296608,0,0,0,0
628,297088,0,2,0,0
629,297556,0,7,0,0
630,298032,0,2,0,0
631,298496,0,2,0,0
632,298972,0,6,0,0
633,299440,0,2,0,0
634,299912,0,2,0,0
635,300392,0,0,0,0
636,300868,0,2,0,0
637,301340,0,2,0,0
638,301808,0,0,0,0
639,302288,0,0,0,0
640,302752,0,0,0,0
641,303232,0,0,0,0
642,303696,0,2,0,0
643,304176,0,2,0,0
644,304644,0,6,0,0
645,305112,0,0,0,0
646,305588,0,0,0,0
647,306056,0,2,0,0
648,306536,0,2,0,0
649,307008,0,4,0,0
650,307484,0,2,0,0
651,307952,0,2,0,0
